Name,Fall,Year,Place,Type,Mass,Lat, Long,
Lewis Cliff 86288,FALSE,1986,Antarctica,L6_,10.8 g,-75.31167,72.78,
Lewis Cliff 86289,FALSE,1986,Antarctica,L6_,17.6 g,-75.31139,72.78139,
Lewis Cliff 86290,FALSE,1986,Antarctica,H4,9.6 g,-75.31139,72.77917,
Lewis Cliff 86291,FALSE,1986,Antarctica,H6,14.9 g,-75.31139,72.78,
Lewis Cliff 86292,FALSE,1986,Antarctica,H5,32.8 g,-75.31111,72.78194,
Lewis Cliff 86293,FALSE,1986,Antarctica,H5,1.3 g,-75.31111,72.77778,
Lewis Cliff 86294,FALSE,1986,Antarctica,H5,2 g,-75.31111,72.78028,
Lewis Cliff 86295,FALSE,1986,Antarctica,H6_,43.8 g,-75.31111,72.78028,
Lewis Cliff 86296,FALSE,1986,Antarctica,H5,28.5 g,-75.30861,72.78028,
Lewis Cliff 86297,FALSE,1986,Antarctica,L6,3 g,-75.30806,72.78056,
Lewis Cliff 86298,FALSE,1986,Antarctica,H5,7.2 g,-75.3075,72.78278,
Lewis Cliff 86299,FALSE,1986,Antarctica,H5,25.1 g,-75.30556,72.78083,
Lewis Cliff 86300,FALSE,1986,Antarctica,H5,9 g,-75.30361,72.7825,
Lewis Cliff 86301,FALSE,1986,Antarctica,H5,5.1 g,-75.30139,72.78056,
Lewis Cliff 86302,FALSE,1986,Antarctica,H5,40.2 g,-75.30083,72.78,
Lewis Cliff 86303,FALSE,1986,Antarctica,H4,17.6 g,-75.30028,72.78028,
Lewis Cliff 86304,FALSE,1986,Antarctica,H5,4.2 g,-75.3,72.78306,
Lewis Cliff 86305,FALSE,1986,Antarctica,H5,40.4 g,-75.29778,72.78361,
Lewis Cliff 86306,FALSE,1986,Antarctica,H5,0.6 g,-75.29583,72.78389,
Lewis Cliff 86307**,FALSE,1986,Antarctica,L3.3-3.5,4.9 g,-75.28194,72.9475,
Lewis Cliff 86308,FALSE,1986,Antarctica,H4,3.1 g,-75.24806,72.98583,
Lewis Cliff 86309,FALSE,1986,Antarctica,L6_,13.8 g,-75.24611,72.98389,
Lewis Cliff 86310,FALSE,1986,Antarctica,H5,7.6 g,-75.24556,72.98417,
Lewis Cliff 86311,FALSE,1986,Antarctica,L6_,67.1 g,-75.24528,72.98694,
Lewis Cliff 86312,FALSE,1986,Antarctica,H5,101.8 g,-75.245,72.98806,
Lewis Cliff 86313,FALSE,1986,Antarctica,H5,3.8 g,-75.24361,72.98472,
Lewis Cliff 86314,FALSE,1986,Antarctica,H5,41.4 g,-75.24333,72.98417,
Lewis Cliff 86315,FALSE,1986,Antarctica,H5,22.7 g,-75.24306,72.995,
Lewis Cliff 86316,FALSE,1986,Antarctica,H5,4.3 g,-75.24306,72.98667,
Lewis Cliff 86317,FALSE,1986,Antarctica,L6_,62.4 g,-75.24278,72.99556,
Lewis Cliff 86318,FALSE,1986,Antarctica,H4,6.6 g,-75.24222,72.99444,
Lewis Cliff 86319,FALSE,1986,Antarctica,H5,3.2 g,-75.24194,72.99472,
Lewis Cliff 86320,FALSE,1986,Antarctica,H5,3.5 g,-75.24194,72.98694,
Lewis Cliff 86321,FALSE,1986,Antarctica,H5,33.2 g,-75.24167,72.98528,
Lewis Cliff 86322,FALSE,1986,Antarctica,H5,17.5 g,-75.24139,72.98861,
Lewis Cliff 86323,FALSE,1986,Antarctica,H5,5.3 g,-75.23944,72.98361,
Lewis Cliff 86324,FALSE,1986,Antarctica,H5,8.4 g,-75.23361,72.95833,
Lewis Cliff 86325,FALSE,1986,Antarctica,H5,19.9 g,-75.23361,72.98472,
Lewis Cliff 86326,FALSE,1986,Antarctica,H5,6.8 g,-75.23306,72.96278,
Lewis Cliff 86327,FALSE,1986,Antarctica,H5,44.2 g,-75.23222,72.95889,
Lewis Cliff 86328,FALSE,1986,Antarctica,H6_,7.2 g,-75.22611,72.96528,
Lewis Cliff 86329,FALSE,1986,Antarctica,H5,5 g,-75.22611,72.96528,
Lewis Cliff 86330,FALSE,1986,Antarctica,L6_,20.7 g,-75.22583,72.95889,
Lewis Cliff 86331,FALSE,1986,Antarctica,Terrestrial rock,,-75.22583,72.95889,
Lewis Cliff 86332,FALSE,1986,Antarctica,H5,14.4 g,-75.22472,72.95833,
Lewis Cliff 86333,FALSE,1986,Antarctica,H6_,9.2 g,-75.22444,72.95972,
Lewis Cliff 86334,FALSE,1986,Antarctica,LL6,6.2 g,-75.22444,72.95972,
Lewis Cliff 86335,FALSE,1986,Antarctica,H6_,3.1 g,-75.22389,72.96028,
Lewis Cliff 86336,FALSE,1986,Antarctica,H5,8.3 g,-75.14194,72.955,
Lewis Cliff 86337,FALSE,1986,Antarctica,H5,25.6 g,-74.91,72.92417,
Lewis Cliff 86338,FALSE,1986,Antarctica,H5,26.8 g,-74.90972,72.92389,
Lewis Cliff 86339,FALSE,1986,Antarctica,L4,21.3 g,-74.90944,72.92361,
Lewis Cliff 86340,FALSE,1986,Antarctica,H6_,25.1 g,-73.16306,75.05472,
Lewis Cliff 86341,FALSE,1986,Antarctica,H5,9.4 g,-73.14361,75.0575,
Lewis Cliff 86342,FALSE,1986,Antarctica,H6_,2.4 g,-73.13472,75.04278,
Lewis Cliff 86343,FALSE,1986,Antarctica,H6_,6.3 g,-73.12139,75.10639,
Lewis Cliff 86344,FALSE,1986,Antarctica,H5,17.1 g,-73.11417,75.16889,
Lewis Cliff 86345,FALSE,1986,Antarctica,H5,3.6 g,-73.114167,75.165278,
Lewis Cliff 86346,FALSE,1986,Antarctica,L5,3.2 g,-73.11389,75.105,
Lewis Cliff 86347**,FALSE,1986,Antarctica,L3.6,3.1 g,-73.113889,75.165833,
Lewis Cliff 86348,FALSE,1986,Antarctica,H6,20.4 g,-73.113889,75.171667,
Lewis Cliff 86349,FALSE,1986,Antarctica,L6,38.1 g,-73.113889,75.165833,
Lewis Cliff 86350,FALSE,1986,Antarctica,H6_,19.2 g,-73.113611,75.161389,
Lewis Cliff 86351,FALSE,1986,Antarctica,H6,9.6 g,-73.11361,75.20444,
Lewis Cliff 86352,FALSE,1986,Antarctica,L5,26.9 g,-73.113333,75.164444,
Lewis Cliff 86353,FALSE,1986,Antarctica,H5,4.7 g,-73.113333,75.103889,
Lewis Cliff 86354,FALSE,1986,Antarctica,H5,23.3 g,-73.11333,75.10389,
Lewis Cliff 86355,FALSE,1986,Antarctica,H6,7.1 g,-73.113056,75.159722,
Lewis Cliff 86356,FALSE,1986,Antarctica,H5,9.1 g,-73.1125,75.159444,
Lewis Cliff 86357**,FALSE,1986,Antarctica,L5,3.4 g,-73.10806,75.20417,
Lewis Cliff 86358,FALSE,1986,Antarctica,H4,5 g,-73.108056,75.204167,
Lewis Cliff 86359,FALSE,1986,Antarctica,L6_,2.7 g,-73.1075,75.173611,
Lewis Cliff 86360,FALSE,1986,Antarctica,L4,181.5 g,-73.1075,75.1525,
Lewis Cliff 86361,FALSE,1986,Antarctica,H5,5.6 g,-73.10667,75.17306,
Lewis Cliff 86362,FALSE,1986,Antarctica,H5,5.9 g,-73.10556,75.17056,
Lewis Cliff 86363,FALSE,1986,Antarctica,H5,2.9 g,-73.10528,75.15222,
Lewis Cliff 86364,FALSE,1986,Antarctica,H6_,19.8 g,-73.105,75.17139,
Lewis Cliff 86365,FALSE,1986,Antarctica,H5,4.8 g,-73.105,75.171389,
Lewis Cliff 86366,FALSE,1986,Antarctica,H5,25.9 g,-73.10472,75.17972,
Lewis Cliff 86367**,FALSE,1986,Antarctica,L3.4,10.5 g,-73.10417,75.17944,
Lewis Cliff 86368,FALSE,1986,Antarctica,H5,28.6 g,-73.10417,75.16778,
Lewis Cliff 86369,FALSE,1986,Antarctica,H5,7.4 g,-73.10389,75.17,
Lewis Cliff 86370,FALSE,1986,Antarctica,H5,8.7 g,-73.10389,75.17556,
Lewis Cliff 86371,FALSE,1986,Antarctica,H5,146.6 g,-73.103889,75.17,
Lewis Cliff 86372,FALSE,1986,Antarctica,L6_,11.8 g,-73.10333,75.17028,
Lewis Cliff 86373,FALSE,1986,Antarctica,H5,30.1 g,-73.10333,75.17361,
Lewis Cliff 86374,FALSE,1986,Antarctica,H5,31.7 g,-73.100278,75.2,
Lewis Cliff 86375,FALSE,1986,Antarctica,H5,10.5 g,-73.09889,75.175,
Lewis Cliff 86376,FALSE,1986,Antarctica,H5,41.1 g,-73.09806,75.17833,
Lewis Cliff 86377,FALSE,1986,Antarctica,H4,2 g,-73.09806,75.20917,
Lewis Cliff 86378,FALSE,1986,Antarctica,LL6_,3.6 g,-73.0975,75.20472,
Lewis Cliff 86379,FALSE,1986,Antarctica,H4,9 g,-73.09722,75.175,
Lewis Cliff 86380,FALSE,1986,Antarctica,H4,31.6 g,-73.09694,75.19833,
Lewis Cliff 86381,FALSE,1986,Antarctica,H6_,6.6 g,-73.09667,75.175,
Lewis Cliff 86382,FALSE,1986,Antarctica,H6,21.8 g,-73.09639,75.2025,
Lewis Cliff 86383,FALSE,1986,Antarctica,H5,10.5 g,-73.09639,75.18417,
Lewis Cliff 86384,FALSE,1986,Antarctica,H5,5.9 g,-73.094444,75.203333,
Lewis Cliff 86385,FALSE,1986,Antarctica,H5,34.5 g,-73.093611,75.190556,
Lewis Cliff 86386,FALSE,1986,Antarctica,LL4,2.6 g,-73.09361,75.19056,
Lewis Cliff 86387,FALSE,1986,Antarctica,H5,26.3 g,-73.092222,75.193333,
Lewis Cliff 86388,FALSE,1986,Antarctica,H5,24.2 g,-73.09222,75.19333,
Lewis Cliff 86389,FALSE,1986,Antarctica,H5,1.6 g,-73.09111,75.16111,
Lewis Cliff 86390,FALSE,1986,Antarctica,H4,30.2 g,-73.08972,75.18944,
Lewis Cliff 86391,FALSE,1986,Antarctica,H5,15.1 g,-73.088889,75.222778,
Lewis Cliff 86392,FALSE,1986,Antarctica,L5,6 g,-73.08639,75.23306,
Lewis Cliff 86393,FALSE,1986,Antarctica,H5,69.9 g,-73.086111,75.234167,
Lewis Cliff 86394,FALSE,1986,Antarctica,H5,2.6 g,-73.08611,75.23417,
Lewis Cliff 86395,FALSE,1986,Antarctica,H5,14.3 g,-73.085833,75.22,
Lewis Cliff 86396,FALSE,1986,Antarctica,H5,12.6 g,-73.08583,75.2075,
Lewis Cliff 86397,FALSE,1986,Antarctica,H5,9.6 g,-73.08583,75.20833,
Lewis Cliff 86398,FALSE,1986,Antarctica,H5,3 g,-73.08583,75.22,
Lewis Cliff 86399,FALSE,1986,Antarctica,L6_,6.9 g,-73.08389,75.21639,
Lewis Cliff 86400,FALSE,1986,Antarctica,H5,18.8 g,-73.08389,75.20833,
Lewis Cliff 86401,FALSE,1986,Antarctica,H5,9 g,-73.08333,75.2,
Lewis Cliff 86402,FALSE,1986,Antarctica,LL5,14 g,-73.08333,75.2,
Lewis Cliff 86403,FALSE,1986,Antarctica,H5,6.6 g,-73.08333,75.2,
Lewis Cliff 86404,FALSE,1986,Antarctica,L6_,8.2 g,-73.08333,75.2,
Lewis Cliff 86405,FALSE,1986,Antarctica,H5,1 g,-73.08333,75.2,
Lewis Cliff 86406,FALSE,1986,Antarctica,Terrestrial rock,,-73.08333,75.2,
Lewis Cliff 86407,FALSE,1986,Antarctica,H5,36.3 g,-73.08333,75.2,
Lewis Cliff 86408**,FALSE,1986,Antarctica,L3.5,1.4 g,-73.08333,75.2,
Lewis Cliff 86409,FALSE,1986,Antarctica,L6_,23.7 g,-73.08333,75.2,
Lewis Cliff 86410,FALSE,1986,Antarctica,L4,3.5 g,-73.08333,75.2,
Lewis Cliff 86411,FALSE,1986,Antarctica,LL4,4.1 g,-73.08333,75.2,
Lewis Cliff 86412,FALSE,1986,Antarctica,H6,1.3 g,-73.08333,75.2,
Lewis Cliff 86413,FALSE,1986,Antarctica,H5,13.5 g,-73.08333,75.2,
Lewis Cliff 86414,FALSE,1986,Antarctica,H5,4.3 g,-73.08333,75.2,
Lewis Cliff 86415,FALSE,1986,Antarctica,H5,3.1 g,-73.08333,75.2,
Lewis Cliff 86416,FALSE,1986,Antarctica,H6_,18.2 g,-73.08333,75.2,
Lewis Cliff 86417**,FALSE,1986,Antarctica,L3.5,1.6 g,-73.08333,75.2,
Lewis Cliff 86418,FALSE,1986,Antarctica,H5,42.8 g,-73.08333,75.2,
Lewis Cliff 86419,FALSE,1986,Antarctica,LL6_,2.3 g,-73.08333,75.2,
Lewis Cliff 86420,FALSE,1986,Antarctica,H5,13.1 g,-73.08333,75.2,
Lewis Cliff 86421,FALSE,1986,Antarctica,L6_,2.5 g,-73.08333,75.2,
Lewis Cliff 86422,FALSE,1986,Antarctica,H5,7.7 g,-73.08333,75.2,
Lewis Cliff 86423,FALSE,1986,Antarctica,H5,11.1 g,-73.08333,75.2,
Lewis Cliff 86424,FALSE,1986,Antarctica,H5,6.8 g,-73.08333,75.2,
Lewis Cliff 86425,FALSE,1986,Antarctica,L6_,2.4 g,-73.08333,75.2,
Lewis Cliff 86426,FALSE,1986,Antarctica,L6_,3.1 g,-73.08333,75.2,
Lewis Cliff 86427,FALSE,1986,Antarctica,H6,2.3 g,-73.08333,75.2,
Lewis Cliff 86428,FALSE,1986,Antarctica,H6,6.5 g,-73.08333,75.2,
Lewis Cliff 86429,FALSE,1986,Antarctica,L6_,6.6 g,-73.08056,75.14889,
Lewis Cliff 86430,FALSE,1986,Antarctica,H5,5.7 g,-73.0775,75.27528,
Lewis Cliff 86431,FALSE,1986,Antarctica,H5,10.4 g,-73.07611,75.26,
Lewis Cliff 86432,FALSE,1986,Antarctica,LL6,7.3 g,-73.075,75.25528,
Lewis Cliff 86433,FALSE,1986,Antarctica,H6_,6.1 g,-73.075,75.255278,
Lewis Cliff 86434,FALSE,1986,Antarctica,H5,22.5 g,-73.074444,75.180278,
Lewis Cliff 86435,FALSE,1986,Antarctica,H4,4.8 g,-73.07444,75.27417,
Lewis Cliff 86436**,FALSE,1986,Antarctica,L3.5,3.9 g,-73.07306,75.26889,
Lewis Cliff 86437,FALSE,1986,Antarctica,H5,16.6 g,-73.07056,75.26556,
Lewis Cliff 86438,FALSE,1986,Antarctica,H5,45.4 g,-73.06917,75.27694,
Lewis Cliff 86439,FALSE,1986,Antarctica,H6,6.4 g,-73.017222,75.255556,
Lewis Cliff 86440,FALSE,1986,Antarctica,H5,6.9 g,-73.01722,75.25556,
Lewis Cliff 86441,FALSE,1986,Antarctica,H5,10.6 g,-73.016111,75.186111,
Lewis Cliff 86442,FALSE,1986,Antarctica,H5,59.1 g,-73.01611,75.18611,
Lewis Cliff 86443,FALSE,1986,Antarctica,H5,10.6 g,-73.01389,75.27083,
Lewis Cliff 86444,FALSE,1986,Antarctica,H5,14.8 g,-73.01,75.22778,
Lewis Cliff 86445,FALSE,1986,Antarctica,H6_,9.3 g,-73.01,75.227778,
Lewis Cliff 86446,FALSE,1986,Antarctica,H4,9.8 g,-73.00639,75.19222,
Lewis Cliff 86447,FALSE,1986,Antarctica,L6_,9.5 g,-73.005,75.27222,
Lewis Cliff 86448,FALSE,1986,Antarctica,H5,39.4 g,-73.00361,75.25278,
Lewis Cliff 86449,FALSE,1986,Antarctica,LL5,4.3 g,-73.00361,75.25139,
Lewis Cliff 86450,FALSE,1986,Antarctica,H5,5 g,-73.00361,75.17333,
Lewis Cliff 86451,FALSE,1986,Antarctica,H5,33.5 g,-73.00306,75.17333,
Lewis Cliff 86452,FALSE,1986,Antarctica,H5,19.6 g,-73.00222,75.28306,
Lewis Cliff 86453,FALSE,1986,Antarctica,H5,49.4 g,-73.001667,75.180278,
Lewis Cliff 86454,FALSE,1986,Antarctica,H5,3 g,-73.00139,75.205,
Lewis Cliff 86455,FALSE,1986,Antarctica,H5,49.9 g,-73.000833,75.217222,
Lewis Cliff 86456,FALSE,1986,Antarctica,H5,22.2 g,-73.00056,75.19056,
Lewis Cliff 86457,FALSE,1986,Antarctica,H5,13 g,-73.00028,75.20222,
Lewis Cliff 86458,FALSE,1986,Antarctica,H5,18 g,-73,75.2,
Lewis Cliff 86459,FALSE,1986,Antarctica,H5,8.2 g,-73,75.2,
Lewis Cliff 86460,FALSE,1986,Antarctica,H5,18.6 g,-72.999722,75.209722,
Lewis Cliff 86461,FALSE,1986,Antarctica,H5,0.6 g,-72.99972,160.44472,
Lewis Cliff 86462,FALSE,1986,Antarctica,H5,25.3 g,-72.99972,75.20972,
Lewis Cliff 86463,FALSE,1986,Antarctica,H5,64.8 g,-72.99972,75.19417,
Lewis Cliff 86464,FALSE,1986,Antarctica,H5,18.5 g,-72.99944,75.22806,
Lewis Cliff 86465,FALSE,1986,Antarctica,H5,26.3 g,-72.99944,75.26111,
Lewis Cliff 86466,FALSE,1986,Antarctica,H6_,70.9 g,-72.99917,75.22778,
Lewis Cliff 86467,FALSE,1986,Antarctica,H5,0.4 g,-72.99917,75.23889,
Lewis Cliff 86468,FALSE,1986,Antarctica,H5,11.5 g,-72.99917,75.20278,
Lewis Cliff 86469,FALSE,1986,Antarctica,H5,11.3 g,-72.999167,75.227778,
Lewis Cliff 86470,FALSE,1986,Antarctica,H5,58.5 g,-72.99889,75.19722,
Lewis Cliff 86471,FALSE,1986,Antarctica,H6,82.9 g,-72.99889,75.20417,
Lewis Cliff 86472,FALSE,1986,Antarctica,H5,29.7 g,-72.99889,75.21278,
Lewis Cliff 86473,FALSE,1986,Antarctica,H5,20.8 g,-72.99889,75.18722,
Lewis Cliff 86474,FALSE,1986,Antarctica,H6_,6.8 g,-72.99889,75.18722,
Lewis Cliff 86475,FALSE,1986,Antarctica,H5,14.5 g,-72.99889,75.18722,
Lewis Cliff 86476,FALSE,1986,Antarctica,H5,0.6 g,-72.99889,75.18722,
Lewis Cliff 86477,FALSE,1986,Antarctica,H5,11.9 g,-72.99889,75.18722,
Lewis Cliff 86478,FALSE,1986,Antarctica,L6_,1.9 g,-72.99889,75.18722,
Lewis Cliff 86479,FALSE,1986,Antarctica,H5,141.2 g,-72.99889,75.1872,
Lewis Cliff 86480,FALSE,1986,Antarctica,H5,12.4 g,-72.99889,75.18722,
Lewis Cliff 86481,FALSE,1986,Antarctica,H6,10.6 g,-72.99889,75.18722,
Lewis Cliff 86482,FALSE,1986,Antarctica,H5,7.4 g,-72.99889,75.18722,
Lewis Cliff 86483,FALSE,1986,Antarctica,LL6_,10 g,-72.99889,75.18722,
Lewis Cliff 86484,FALSE,1986,Antarctica,H5,24.1 g,-72.99889,75.18722,
Lewis Cliff 86485,FALSE,1986,Antarctica,H5,51.9 g,-72.99889,75.18722,
Lewis Cliff 86486,FALSE,1986,Antarctica,H5,9.7 g,-72.99889,75.18722,
Lewis Cliff 86487,FALSE,1986,Antarctica,H5,15.1 g,-72.99889,75.18722,
Lewis Cliff 86488,FALSE,1986,Antarctica,H5,9.3 g,-72.99889,75.1872,
Lewis Cliff 86489,FALSE,1986,Antarctica,H5,29.8 g,-72.99889,75.18722,
Lewis Cliff 86490,FALSE,1986,Antarctica,L6_,2.21 kg,-72.99889,75.18722,
Lewis Cliff 86491,FALSE,1986,Antarctica,H5,15 g,-72.99889,75.18722,
Lewis Cliff 86492,FALSE,1986,Antarctica,H5,24.8 g,-72.99889,75.1872,
Lewis Cliff 86493,FALSE,1986,Antarctica,H6_,4.6 g,-72.99889,75.18722,
Lewis Cliff 86494,FALSE,1986,Antarctica,H6,13.7 g,-72.99889,75.18722,
Lewis Cliff 86495**,FALSE,1986,Antarctica,L3.5,2.5 g,-72.99889,75.18722,
Lewis Cliff 86496,FALSE,1986,Antarctica,H5,4.9 g,-72.99889,75.18722,
Lewis Cliff 86497,FALSE,1986,Antarctica,H5,6.2 g,-72.99889,75.18722,
Lewis Cliff 86498**,FALSE,1986,Antarctica,"Iron, ungrouped",134.2 g,-72.99889,75.18722,
Lewis Cliff 86499,FALSE,1986,Antarctica,H5,24.7 g,-72.99889,75.18722,
Lewis Cliff 86500,FALSE,1986,Antarctica,H5,45.2 g,-72.99889,75.1872,
Lewis Cliff 86501,FALSE,1986,Antarctica,H5,84.6 g,-72.99889,75.18722,
Lewis Cliff 86502,FALSE,1986,Antarctica,L5,25.3 g,-72.99889,75.18722,
Lewis Cliff 86503,FALSE,1986,Antarctica,H5,22.5 g,-72.99889,75.18722,
Lewis Cliff 86504,FALSE,1986,Antarctica,H6_,7.6 g,-72.99889,75.18722,
Lewis Cliff 86505**,FALSE,1986,Antarctica,L3.4,43.9 g,-72.99889,75.18722,
Lewis Cliff 86506,FALSE,1986,Antarctica,H5,30 g,-72.99889,75.18722,
Lewis Cliff 86507,FALSE,1986,Antarctica,H5,10.4 g,-72.99889,75.1872,
Lewis Cliff 86508,FALSE,1986,Antarctica,H5,9.6 g,-72.99889,75.18722,
Lewis Cliff 86509,FALSE,1986,Antarctica,H5,32.9 g,-72.99889,75.1872,
Lewis Cliff 86510,FALSE,1986,Antarctica,H5,24.1 g,-72.99889,75.18722,
Lewis Cliff 86513,FALSE,1986,Antarctica,H5,6.1 g,-72.998889,75.197222,
Lewis Cliff 86514,FALSE,1986,Antarctica,H5,65.1 g,-72.998889,75.187222,
Lewis Cliff 86515,FALSE,1986,Antarctica,H5,33.9 g,-72.998889,75.187222,
Lewis Cliff 86516,FALSE,1986,Antarctica,H5,4.3 g,-72.998889,75.187222,
Lewis Cliff 86517,FALSE,1986,Antarctica,H5,32.4 g,-72.998889,75.187222,
Lewis Cliff 86518,FALSE,1986,Antarctica,H5,267 g,-72.998889,75.187222,
Lewis Cliff 86519,FALSE,1986,Antarctica,H5,8 g,-72.998889,75.187222,
Lewis Cliff 86520,FALSE,1986,Antarctica,H5,6.4 g,-72.998889,75.187222,
Lewis Cliff 86521,FALSE,1986,Antarctica,H5,0.3 g,-72.998889,75.187222,
Lewis Cliff 86522,FALSE,1986,Antarctica,H6_,42.7 g,-72.998611,75.193611,
Lewis Cliff 86523,FALSE,1986,Antarctica,H5,7.2 g,-72.998611,75.236111,
Lewis Cliff 86524,FALSE,1986,Antarctica,L5,23.4 g,-72.99861,75.23611,
Lewis Cliff 86525,FALSE,1986,Antarctica,H5,46.3 g,-72.99861,75.19806,
Lewis Cliff 86526**,FALSE,1986,Antarctica,H3.8,14.1 g,-72.99861,75.21139,
Lewis Cliff 86527,FALSE,1986,Antarctica,H5,21.6 g,-72.99861,75.19361,
Lewis Cliff 86528,FALSE,1986,Antarctica,L6_,49.7 g,-72.998333,75.215556,
Lewis Cliff 86529,FALSE,1986,Antarctica,H5,1.4 g,-72.99833,75.19583,
Lewis Cliff 86530,FALSE,1986,Antarctica,H5,1.9 g,-72.99778,75.21944,
Lewis Cliff 86531,FALSE,1986,Antarctica,L6,21.1 g,-72.9975,75.20417,
Lewis Cliff 86532,FALSE,1986,Antarctica,H5,3.6 g,-72.9975,75.24417,
Lewis Cliff 86533,FALSE,1986,Antarctica,H5,15.7 g,-72.9975,75.24417,
Lewis Cliff 86534,FALSE,1986,Antarctica,H5,89.3 g,-72.997222,75.219444,
Lewis Cliff 86535,FALSE,1986,Antarctica,H6,13.5 g,-72.99722,75.21944,
Lewis Cliff 86536,FALSE,1986,Antarctica,H5,7.7 g,-72.99722,75.20389,
Lewis Cliff 86537,FALSE,1986,Antarctica,H6_,17.2 g,-72.996944,75.217778,
Lewis Cliff 86538,FALSE,1986,Antarctica,H5,21.5 g,-72.996944,75.218333,
Lewis Cliff 86539,FALSE,1986,Antarctica,H6,13.2 g,-72.996944,75.218333,
Lewis Cliff 86540**,FALSE,1986,Antarctica,"Iron, IAB-sLH",21.1 g,-72.99694,75.20611,
Lewis Cliff 86541,FALSE,1986,Antarctica,L6_,12.6 g,-72.99694,75.22306,
Lewis Cliff 86542,FALSE,1986,Antarctica,L5,25 g,-72.99694,75.20611,
Lewis Cliff 86543,FALSE,1986,Antarctica,H6_,26.4 g,-72.99694,75.21833,
Lewis Cliff 86544,FALSE,1986,Antarctica,H6,65.3 g,-72.99694,75.2175,
Lewis Cliff 86545,FALSE,1986,Antarctica,H5,16.1 g,-72.99667,160.41722,
Lewis Cliff 86546,FALSE,1986,Antarctica,L6,41.2 g,-72.99667,160.41722,
Lewis Cliff 86547,FALSE,1986,Antarctica,Terrestrial rock,,-72.99667,160.41722,
Lewis Cliff 86548,FALSE,1986,Antarctica,Terrestrial rock,,-72.99667,160.41722,
Lewis Cliff 86549**,FALSE,1986,Antarctica,L3.0-3.7,50.1 g,-72.99667,75.21972,
Lewis Cliff 86550,FALSE,1986,Antarctica,Terrestrial rock,,-72.99667,75.20833,
Lewis Cliff 86551,FALSE,1986,Antarctica,Terrestrial rock,,-72.99667,75.21806,
Lewis Cliff 86552,FALSE,1986,Antarctica,Terrestrial rock,,-72.99667,75.21667,
Lewis Cliff 86553,FALSE,1986,Antarctica,Terrestrial rock,,-72.99667,75.21833,
Lewis Cliff 86554,FALSE,1986,Antarctica,Terrestrial rock,,-72.99667,75.21806,
Lewis Cliff 86555,FALSE,1986,Antarctica,Terrestrial rock,,-72.996667,75.218056,
Lewis Cliff 86556,FALSE,1986,Antarctica,Terrestrial rock,,-72.99639,75.21694,
Lewis Cliff 86557,FALSE,1986,Antarctica,Terrestrial rock,,-72.99639,75.21278,
Lewis Cliff 86558,FALSE,1986,Antarctica,Terrestrial rock,,-72.99639,75.20778,
Lewis Cliff 86559,FALSE,1986,Antarctica,Terrestrial rock,,-72.99611,160.42556,
Lewis Cliff 86560,FALSE,1986,Antarctica,Terrestrial rock,,-72.99611,75.20333,
Lewis Cliff 86561,FALSE,1986,Antarctica,Terrestrial rock,,-72.99611,75.18722,
Lewis Cliff 86562,FALSE,1986,Antarctica,Terrestrial rock,,-72.99611,75.27417,
Lewis Cliff 86563,FALSE,1986,Antarctica,Terrestrial rock,,-72.995833,75.185278,
Lewis Cliff 86564,FALSE,1986,Antarctica,Terrestrial rock,,-72.99583,75.20972,
Lewis Cliff 86565,FALSE,1986,Antarctica,Terrestrial rock,,-72.99583,75.20667,
Lewis Cliff 86566,FALSE,1986,Antarctica,Terrestrial rock,,-72.99583,75.2275,
Lewis Cliff 86567,FALSE,1986,Antarctica,Terrestrial rock,,-72.99583,75.20667,
Morro la Mina**,FALSE,1986,"Antofagasta, Chile",H5,1430 g,-72.99583,75.20389,
New Lynn**,FALSE,1986,"Texas, USA",L6,800 g,-72.99583,75.18528,
Nurina 003,FALSE,1986,"Western Australia, Australia",LL5,40 g,-72.99564,160.394,
Nurina 004,FALSE,1986,"Western Australia, Australia",L6,28.3 g,-72.99558,160.39492,
Nyanga Lake 001**,FALSE,1986,"Western Australia, Australia",H3,397 g,-72.99556,75.20778,
Nyanga Lake 002,FALSE,1986,"Western Australia, Australia",H4/5,1049 g,-72.99556,75.22056,
Nyanga Lake 003,FALSE,1986,"Western Australia, Australia",H5,129.1 g,-72.99556,75.20639,
Ocate**,FALSE,1986,"New Mexico, USA","Iron, IAB-MG",6.4 kg,-72.99556,75.18917,
Otinapa**,FALSE,1986,"Durango, Mexico","Pallasite, PMG",8.4 kg,-72.99556,75.19472,
Pampa (a)**,FALSE,1986,"Antofagasta, Chile",L6,380 g,-72.99556,75.20611,
Pampa (b)**,FALSE,1986,"Antofagasta, Chile",L4/5,10 kg,-72.995556,75.193056,
Pampa (c)**,FALSE,1986,"Antofagasta, Chile",L4,25 kg,-72.99547,160.39372,
Pampa (d),FALSE,1986,"Antofagasta, Chile",L5,12.8 kg,-72.99547,160.39372,
Queen Alexandra Range 86900**,FALSE,1986,Antarctica,Mesosiderite,1532 g,-72.99542,160.39733,
Reckling Peak 86700**,FALSE,1986,Antarctica,L3.0-3.9,424 g,-72.99542,160.39733,
Reckling Peak 86701,FALSE,1986,Antarctica,H6,176.8 g,-72.99531,160.39394,
Reckling Peak 86702,FALSE,1986,Antarctica,L6,195.2 g,-72.99528,75.20444,
