Name,Fall,Year,Place,Type,Mass,Lat, Long,
Northwest Africa 2047,FALSE,1916,(Northwest Africa),Unknown,,-84.59784,162.25299,
Northwest Africa 5648,FALSE,1867,(Northwest Africa),Unknown,216 g,-84.34881,161.44719,
Dhofar 1073,FALSE,1844,"Zufar, Oman",CV3,2.72 g,-84.27857,161.40607,
Northwest Africa 1553,FALSE,1814,(Northwest Africa),Unknown,800 g,-84.25064,161.38747,
Zagami,TRUE,1962,"Katsina, Nigeria",Martian (shergottite),18 kg,-84.23195,161.48472,
Bogou**,TRUE,1962,"Gourma?, Burkina Faso?","Iron, IAB-MG",8.8 kg,-84.23183,161.45801,
Desuri**,TRUE,1962,"Rajasthan, India",H6,25.4 kg,-84.23174,161.54752,
Dosso**,TRUE,1962,"Dosso, Niger",L6,1250 g,-84.23169,161.52968,
Kiel**,TRUE,1962,"Schleswig-Holstein, Germany",L6,738 g,-84.23163,161.50905,
Ste. Marguerite**,TRUE,1962,"Nord-Pas-de-Calais, France",H4,4.96 kg,-84.23156,161.43132,
SÜo Jose do Rio Preto,TRUE,1962,"Sao Paulo, Brazil",H4,927 g,-84.23135,161.4647,
Acomita**,FALSE,1962,"New Mexico, USA","Pallasite, PMG",3.96 kg,-84.23132,161.47584,
Balfour Downs,FALSE,1962,"Western Australia, Australia","Iron, IAB-sLL",2.4 kg,-84.23113,161.48675,
Billygoat Donga,FALSE,1962,"Western Australia, Australia",L6,893 g,-84.23112,161.46335,
Bowesmont**,FALSE,1962,"North Dakota, USA",L6,2.27 kg,-84.23111,161.44613,
Budulan**,FALSE,1962,"Aginskiy Buryatskiy avtonomnyy okrug, Russia",Mesosiderite-B4,100 kg,-84.23055,161.55964,
Clifford**,FALSE,1962,"Colorado, USA",L6,11.36 kg,-84.22997,161.55373,
Coonana,FALSE,1962,"South Australia, Australia",H4,6.8 kg,-84.21667,160.5,
Coronel Arnold,FALSE,1962,"Santa Fe, Argentina",L,450 g,-84.21667,160.5,
Efremovka**,FALSE,1962,"Pavlodar, Kazakhstan",CV3,21 kg,-84.21667,160.5,
Emery**,FALSE,1962,"South Dakota, USA",Mesosiderite-A3,16.7 kg,-84.21667,160.5,
Finney**,FALSE,1962,"Texas, USA",L5,10.7 kg,-84.21667,160.5,
Hunter**,FALSE,1962,"Oklahoma, USA",LL5,74.6 kg,-84.21667,160.5,
Loop,FALSE,1962,"Texas, USA",L6,5.6 kg,-84.21667,160.5,
Manitouwabing**,FALSE,1962,"Ontario, Canada","Iron, IIIAB",39 kg,-84.21667,160.5,
Needles,FALSE,1962,"California, USA","Iron, IID",45.3 kg,-84.21667,160.5,
Oberon Bay,FALSE,1962,"Victoria, Australia",LL6,179 g,-84.21667,160.5,
Rowena**,FALSE,1962,"New South Wales, Australia",H6,34.7 kg,-84.21667,160.5,
Seagraves**,FALSE,1962,"Texas, USA",H4,13 kg,-84.21667,160.5,
Shields,FALSE,1962,"Kansas, USA",H5,9.78 kg,-84.21667,160.5,
Sierra County**,FALSE,1962,"New Mexico, USA",H5,1000 g,-84.21667,160.5,
Sleeper Camp 001,FALSE,1962,"Western Australia, Australia",L6,1250 g,-84.21667,160.5,
Slovak**,FALSE,1962,"Arkansas, USA",H5,8.22 kg,-84.21667,160.5,
Toulon**,FALSE,1962,"Illinois, USA",H5,1215 g,-84.21667,160.5,
Two Buttes (a)**,FALSE,1962,"Colorado, USA",H5,19.7 kg,-84.21667,160.5,
Valkeala**,FALSE,1962,"Kymi, Finland",L6,4 kg,-84.21667,160.5,
Vulcan**,FALSE,1962,"Alberta, Canada",H6,19 kg,-84.21667,160.5,
Williston**,FALSE,1962,"North Dakota, USA","Iron, IIIAB",7.65 kg,-84.21667,160.5,
Nora Creina**,FALSE,1962,"South Australia, Australia",L4,284 g,-84.21667,160.5,
Thiel Mountains**,FALSE,1962,Antarctica,"Pallasite, PMG",31.7 kg,-84.21667,160.5,
Northwest Africa 792,FALSE,1943,(Northwest Africa),Unknown,1286 g,-76.28308,156.44172,
Northwest Africa 1379,FALSE,1810,(Northwest Africa),Unknown,233 g,-86.36667,-70,
Northwest Africa 966,FALSE,2011,(Northwest Africa),Unknown,117 g,-85.68291,-68.52591,
Northwest Africa 449,FALSE,1928,(Northwest Africa),Unknown,2.14 kg,-85.66667,175,
Northwest Africa 198,FALSE,1847,(Northwest Africa),Unknown,200 g,-85.63333,-68.7,
Northwest Africa 1850,FALSE,1842,(Northwest Africa),Unknown,366 g,-84.28011,161.36336,
Dhofar 1229,FALSE,1831,Oman,Unknown,,-84.27363,161.69347,
Zaisan**,TRUE,1963,"Semipalatinsk, Kazakhstan",H5,463 g,-84.21667,160.5,
Hoxie**,TRUE,1963,"Kansas, USA",OC,266 g,-84.21667,160.5,
Karatu,TRUE,1963,"Arusha, Tanzania",LL6,2.22 kg,-84.21667,160.5,
Ohuma,TRUE,1963,"Benue, Nigeria",L5,7.7 kg,-84.21667,160.5,
Peace River**,TRUE,1963,"Alberta, Canada",L6,45.76 kg,-84.21667,160.5,
Usti Nad Orlici**,TRUE,1963,"Pardubick_, Czech Republic",L6,1269 g,-84.21667,160.5,
Yaddlethorpe,TRUE,1963,England, UK,Pseudometeorite,-84.21667,160.5,
Atwood**,FALSE,1963,"Colorado, USA",L6,2.1 kg,-84.21667,160.5,
Buckleboo**,FALSE,1963,"South Australia, Australia",H6,992 g,-84.21667,160.5,
Carnegie**,FALSE,1963,"Oklahoma, USA",L6,132.7 kg,-84.21667,160.5,
Clovis (no. 2)**,FALSE,1963,"New Mexico, USA",L6,41.3 kg,-84.21667,160.5,
Crosbyton**,FALSE,1963,"Texas, USA",H,,-84.21667,160.5,
Hassayampa**,FALSE,1963,"Arizona, USA",H4,16 kg,-84.21667,160.5,
Jonah**,FALSE,1963,"Texas, USA",H5,1304 g,-84.21667,160.5,
Lahoma**,FALSE,1963,"Oklahoma, USA",L5,21.8 kg,-84.21667,160.5,
Lucerne Valley 001**,FALSE,1963,"California, USA",L6,15.8 g,-84.21667,160.5,
Lucerne Valley 002**,FALSE,1963,"California, USA",LL4,5.8 g,-84.21667,160.5,
Lucerne Valley 003,FALSE,1963,"California, USA",H6,7.5 g,-84.21667,160.5,
Lucerne Valley 004,FALSE,1963,"California, USA",L6,37.4 g,-84.21667,160.5,
Lucerne Valley 005,FALSE,1963,"California, USA",L6,3.1 g,-84.21667,160.5,
Lucerne Valley 006,FALSE,1963,"California, USA",H4,26.9 g,-84.21667,160.5,
Lucerne Valley 007,FALSE,1963,"California, USA",OC,4.8 g,-84.21667,160.5,
Monte Colina,FALSE,1963,"South Australia, Australia",L3,116.8 g,-84.21667,160.5,
Mosquero,FALSE,1963,"New Mexico, USA",H4,1800 g,-84.21667,160.5,
Mulberry Draw**,FALSE,1963,"Texas, USA",L5,9.72 kg,-84.21667,160.5,
Mulga (south)**,FALSE,1963,"Western Australia, Australia",H4,894 g,-84.21667,160.5,
Northampton**,FALSE,1963,"Massachusetts, USA",Iron,353 g,-84.21667,160.5,
Plainview (c),FALSE,1963,"Texas, USA",OC,631 g,-84.21667,160.5,
Salla**,FALSE,1963,"Lappi, Finland",L6,7 kg,-84.21667,160.5,
Talpa**,FALSE,1963,"Texas, USA",H6,13 kg,-84.21667,160.5,
Thatcher**,FALSE,1963,"Colorado, USA",Pseudometeorite,,-84.21667,160.5,
Tobe,FALSE,1963,"Colorado, USA",H4,5.39 kg,-84.21667,160.5,
Waka**,FALSE,1963,"Texas, USA",H6,11.88 kg,-84.21667,160.5,
Warburton Range,FALSE,1963,"Western Australia, Australia","Iron, IVB",56.93 kg,-84.21667,160.5,
Fremont Butte**,FALSE,1963,"Colorado, USA",L4,6.65 kg,-84.21667,160.5,
Inner Mongolia,TRUE,1963,"Nei Mongol, China",L6,3 kg,-84.21667,160.5,
Northwest Africa 1327,FALSE,1942,(Northwest Africa),Unknown,35 g,-86.71667,-141.5,
Northwest Africa 5478,FALSE,1906,(Northwest Africa),Unknown,30.3 g,-86.36667,-70,
Northwest Africa 2652,FALSE,1990,(Northwest Africa),Unknown,,-85.67858,-69.06277,
Serpentine Lakes 000,FALSE,1853,Australia,Reserved,,-85.66667,175,
Dhofar 877,FALSE,1883,Oman,Unknown,,-84.96184,-67.57967,
Dhofar 1217,FALSE,1957,Oman,Unknown,,-84.57572,162.56647,
Dhofar 1104,FALSE,1940,Oman,Unknown,,-84.28975,161.33605,
Dhofar 1242,FALSE,1973,Oman,Unknown,,-84.2769,161.35427,
Idaho,FALSE,1928,"Idaho, USA","Iron, IAB-MG",,-84.27297,161.71039,
Northwest Africa 4153,FALSE,1934,(Northwest Africa),H/L6,75.4 g,-84.25331,161.3942,
Northwest Africa 075,FALSE,2008,(Northwest Africa),Unknown,1014 g,-84.25222,161.40951,
Northwest Africa 1104,FALSE,1877,(Northwest Africa),Unknown,550 g,-84.21667,160.5,
Bulls Run,TRUE,1964,South Africa,Iron?,2.25 kg,-84.21667,160.5,
âanakkale**,TRUE,1964,"Canakkale, Turkey",L6,4 kg,-84.21667,160.5,
Changxing**,TRUE,1964,"Shanghai, China",H5,27.9 kg,-84.21667,160.5,
Chernyi Bor**,TRUE,1964,"Mogilev, Belarus",H4,6 kg,-84.21667,160.5,
Granes,TRUE,1964,"Languedoc-Roussillon, France",L6,9 kg,-84.21667,160.5,
Jiange,TRUE,1964,"Sichuan, China",H5,222 g,-84.21667,160.5,
Muzaffarpur**,TRUE,1964,"Bihar, India","Iron, IAB-sHL",1245 g,-84.21667,160.5,
Wolamo**,TRUE,1964,"Shewa, Ethiopia",OC,166.4 g,-84.21667,160.5,
Atwood (b),FALSE,1964,"Colorado, USA",OC,77 g,-84.21667,160.5,
Brownfield (1964)**,FALSE,1964,"Texas, USA",H5,4.1 kg,-84.21667,160.5,
Claytonville**,FALSE,1964,"Texas, USA",L5,15.6 kg,-84.21667,160.5,
Corowa**,FALSE,1964,"New South Wales, Australia","Iron, IIF",11.34 kg,-84.21667,160.5,
Frenchman Bay,FALSE,1964,"Western Australia, Australia",H3.5,8.8 kg,-84.21667,160.5,
Grassland,FALSE,1964,"Texas, USA",L4,4.4 kg,-84.21667,160.5,
Karasburg**,FALSE,1964,"Karasburg, Namibia","Iron, IIIAB?",12 kg,-84.21667,160.5,
Leshan,FALSE,1964,"Sichuan, China","Iron, IIE",344 g,-84.21667,160.5,
Loop (b),FALSE,1964,"Texas, USA",H,1600 g,-84.21667,160.5,
Loop (c),FALSE,1964,"Texas, USA",OC,861 g,-84.21667,160.5,
Lucerne Valley 008,FALSE,1964,"California, USA",H4,2 g,-84.21667,160.5,
Mayerthorpe**,FALSE,1964,"Alberta, Canada","Iron, IAB complex",12.61 kg,-84.21667,160.5,
Mount Padbury,FALSE,1964,"Western Australia, Australia",Mesosiderite-A1,272 kg,-84.21667,160.5,
Mulga (north),FALSE,1964,"Western Australia, Australia",H6,19.9 kg,-84.21667,160.5,
Muslyumovo**,FALSE,1964,"Respublika Tatarstan, Russia",H4,10.58 kg,-84.21667,160.5,
Neptune Mountains**,FALSE,1964,Antarctica,"Iron, IAB complex",1070 g,-84.21667,160.5,
Plains**,FALSE,1964,"Texas, USA",H5,34.3 kg,-84.21667,160.5,
Pomozdino**,FALSE,1964,"Respublika Komi, Russia",Eucrite-cm,327 g,-84.21667,160.5,
San Luis,FALSE,1964,"San Luis, Argentina",H,,-84.21667,160.5,
Sargiin Gobi**,FALSE,1964,"Dundgovi, Mongolia","Iron, IAB complex",17.5 kg,-84.21667,160.5,
Stratton**,FALSE,1964,"Colorado, USA",OC,121 g,-84.21667,160.5,
Sutton,FALSE,1964,"Nebraska, USA",H5,7.6 kg,-84.21667,160.5,
Wellman (b),FALSE,1964,"Texas, USA",OC,343 g,-84.21667,160.5,
Wellman (c),FALSE,1964,"Texas, USA",H4,45 kg,-84.21667,160.5,
Yingde,FALSE,1964,Guangdong, China,Iron,-84.21667,160.5,
Northwest Africa 4058,FALSE,2000,(Northwest Africa),LL6,58 g,-84,168,
Northwest Africa 5759,FALSE,1832,(Northwest Africa),Unknown,1932 g,-86.56667,-165.11667,
Northwest Africa 4078,FALSE,1971,(Northwest Africa),L5,53.1 g,-85.24417,-90.34483,
Sayh al Uhaymir 158,FALSE,1973,Oman,Unknown,,-84.3724,161.1059,
Northwest Africa 5852,FALSE,1808,(Northwest Africa),L6,293 g,-84.28179,161.39203,
Northwest Africa 1077,FALSE,1861,(Northwest Africa),Unknown,2.4 g,-84.27547,161.44985,
Northwest Africa 1098,FALSE,1871,(Northwest Africa),Unknown,69 g,-84.25682,161.41569,
Barwell**,TRUE,1965,"England, UK",L5,44 kg,-84.21667,160.5,
Conquista**,TRUE,1965,"Minas Gerais, Brazil",H4,20.35 kg,-84.21667,160.5,
Revelstoke**,TRUE,1965,"British Columbia, Canada",CI1,1 g,-84.21667,160.5,
Taonan,TRUE,1965,"Jilin, China",L5,3.85 kg,-84.21667,160.5,
Anton**,FALSE,1965,"Texas, USA",H4,41.8 kg,-84.21667,160.5,
Bocaiuva**,FALSE,1965,"Minas Gerais, Brazil","Iron, ungrouped",64 kg,-84.21667,160.5,
Burnabbie,FALSE,1965,"Western Australia, Australia",H5,2.52 kg,-84.21667,160.5,
Catherwood**,FALSE,1965,"Saskatchewan, Canada",L6,3.92 kg,-84.21667,160.5,
Del Rio,FALSE,1965,"Texas, USA","Iron, IIF",3.6 kg,-84.21667,160.5,
Dingo Pup Donga,FALSE,1965,"Western Australia, Australia",Ureilite,122.7 g,-84.21667,160.5,
Erie**,FALSE,1965,"Colorado, USA",L6,3.3 kg,-84.21667,160.5,
Etter**,FALSE,1965,"Texas, USA",L5,450 kg,-84.21667,160.5,
Eva**,FALSE,1965,"Oklahoma, USA",H5,6.7 kg,-84.21667,160.5,
Ferintosh**,FALSE,1965,"Alberta, Canada",L6,2.2 kg,-84.21667,160.5,
Guangyuan,FALSE,1965,"Sichuan, China",Iron,,-84.21667,160.5,
Hamilton (Texas),FALSE,1965,"Texas, USA",OC,2.7 kg,-84.21667,160.5,
Hautes Fagnes**,FALSE,1965,"Liege, Belgium",LL5,185 g,-84.21667,160.5,
Hebron**,FALSE,1965,"Nebraska, USA",H6,21.82 kg,-84.21667,160.5,
Hejing,FALSE,1965,"Xinjiang, China",Iron,,-84.21667,160.5,
Johnny's Donga,FALSE,1965,"Western Australia, Australia",Unknown,,-84.21667,160.5,
Kabakly**,FALSE,1965,"Chardzhou, Turkmenistan",H4,71.6 g,-84.21667,160.5,
Kaffir (a),FALSE,1965,"Texas, USA",L5,1875 g,-84.21667,160.5,
Kapunda,FALSE,1965,"South Australia, Australia","Iron, IIIAB",542 g,-84.21667,160.5,
Kinley**,FALSE,1965,"Saskatchewan, Canada",L6,2 kg,-84.21667,160.5,
Kyle**,FALSE,1965,"Texas, USA",L6,7.78 kg,-84.21667,160.5,
Little River (b),FALSE,1965,"Kansas, USA",H4/5,11.7 kg,-84.21667,160.5,
Lone Star**,FALSE,1965,"Texas, USA",H4,4.3 kg,-84.21667,160.5,
Lucerne Valley 009,FALSE,1965,"California, USA",H4,3 g,-84.21667,160.5,
Lucerne Valley 010,FALSE,1965,"California, USA",H4,6.4 g,-84.21667,160.5,
Monturaqui,FALSE,1965,"Antofagasta, Chile","Iron, IAB?",2 kg,-84.21667,160.5,
Moorabie**,FALSE,1965,"New South Wales, Australia",L3.8-an,14.04 kg,-84.21667,160.5,
New York**,FALSE,1965,(unknown),"Iron, IIIAB",2.95 kg,-84.21667,160.5,
Norristown**,FALSE,1965,"Georgia, USA","Iron, IIIAB",4.2 kg,-84.21667,160.5,
Pannikin**,FALSE,1965,"Western Australia, Australia",L6,13.6 g,-84.21667,160.5,
Post**,FALSE,1965,"Texas, USA",L,2 kg,-84.21667,160.5,
River,FALSE,1965,"Western Australia, Australia",L5,190.5 g,-84.21667,160.5,
St. Lawrence**,FALSE,1965,"Texas, USA",LL6,2.6 kg,-84.21667,160.5,
Seminole (b),FALSE,1965,"Texas, USA",H4,1184 g,-84.21667,160.5,
Severny Kolchim**,FALSE,1965,"Permskaya oblast', Russia",H3,1390 g,-84.21667,160.5,
Southern Michigan,FALSE,1965,"Michigan, USA",Iron,49 g,-84.21667,160.5,
Springer,FALSE,1965,"Oklahoma, USA",H5,8.14 kg,-84.21667,160.5,
Takysie Lake,FALSE,1965,"British Columbia, Canada",Pseudometeorite,17.7 g,-84.21667,160.5,
Thurman**,FALSE,1965,"Colorado, USA",OC,1959 g,-84.21667,160.5,
Tierra Blanca**,FALSE,1965,"Texas, USA",Winonaite,860 g,-84.21667,160.5,
Tishomingo,FALSE,1965,"Oklahoma, USA","Iron, ungrouped",260 kg,-84.21667,160.5,
Verissimo,FALSE,1965,"Minas Gerais, Brazil","Iron, IIIAB",14 kg,-84.21667,160.5,
Wikieup,FALSE,1965,"Arizona, USA",H5,372 g,-84.21667,160.5,
Wilbia**,FALSE,1965,"South Australia, Australia",H5,94 g,-84.21667,160.5,
Yayjinna,FALSE,1965,Western Australia, Australia,L6,-84.21667,160.5,
McCook,FALSE,1965,"Nebraska, USA",L6,3.6 kg,-84.21667,160.5,
Wallareenya**,FALSE,1965,"Western Australia, Australia","Iron, IIIAB",4.39 kg,-84.21667,160.5,
Northwest Africa 5730,FALSE,1905,(Northwest Africa),Unknown,1560 g,-84,168,
Dhofar 882,FALSE,1807,Oman,Unknown,,-86.36667,-70,
Northwest Africa 1751,FALSE,1892,(Northwest Africa),Unknown,20 g,-86.36667,-70,
Northwest Africa 1114,FALSE,1976,(Northwest Africa),Unknown,201 g,-85.63333,-68.7,
Northwest Africa 5526,FALSE,1834,(Northwest Africa),Unknown,1636 g,-85.63333,-68.7,
Northwest Africa 871,FALSE,1850,(Northwest Africa),Unknown,193 g,-85.32119,-69.86116,
Northwest Africa 404,FALSE,1923,(Northwest Africa),Unknown,3.75 kg,-84.58632,162.61342,
Dhofar 905,FALSE,1949,Oman,Unknown,,-84.2764,161.35768,
Northwest Africa 1729,FALSE,1827,(Northwest Africa),Unknown,264 g,-84.27412,161.67838,
Chitado**,TRUE,1966,"Cunene, Angola",L6,,-84.21667,160.5,
Pavel**,TRUE,1966,"Lovech, Bulgaria",H5,2.97 kg,-84.21667,160.5,
Seoni**,TRUE,1966,"Maharashtra, India",H6,20 kg,-84.21667,160.5,
Saint-S_verin**,TRUE,1966,"Poitou-Charentes, France",LL6,271 kg,-84.21667,160.5,
Umm Ruaba**,TRUE,1966,"Kurdufan, Sudan",L5,1700 g,-84.21667,160.5,
Zhigansk**,FALSE,1966,"Respublika Sakha(Yakutiya), Russia","Iron, IIIAB",900 kg,-84.21667,160.5,
Albion**,FALSE,1966,"Washington, USA","Iron, IVA",12.28 kg,-84.21667,160.5,
Avoca (Western Australia),FALSE,1966,"Western Australia, Australia","Iron, IIIAB",37.85 kg,-84.21667,160.5,
Burrika,FALSE,1966,"Western Australia, Australia",L6,20.4 g,-84.21667,160.5,
Cardanumbi,FALSE,1966,"Western Australia, Australia",L5,6.4 g,-84.21667,160.5,
Coorara**,FALSE,1966,"Western Australia, Australia",L6,116.7 g,-84.21667,160.5,
Elba**,FALSE,1966,"Colorado, USA",H5,4.18 kg,-84.21667,160.5,
Faucett**,FALSE,1966,"Missouri, USA",H5,100 kg,-84.21667,160.5,
Floyd**,FALSE,1966,"New Mexico, USA",L4,13 kg,-84.21667,160.5,
Hamilton (Queensland)**,FALSE,1966,"Queensland, Australia",L6,68 kg,-84.21667,160.5,
Inman**,FALSE,1966,"Kansas, USA",L/LL3.4,7.25 kg,-84.21667,160.5,
Kaffir (b)**,FALSE,1966,"Texas, USA",H4,3.5 kg,-84.21667,160.5,
Keqi,FALSE,1966,"Nei Mongol, China",Iron,127 kg,-84.21667,160.5,
Kramer Creek**,FALSE,1966,"Colorado, USA",L4,2.3 kg,-84.21667,160.5,
Kress (b),FALSE,1966,"Texas, USA",L4,2.6 kg,-84.21667,160.5,
Palermo,FALSE,1966,"Distrito Federal, Argentina",Unknown,,-84.21667,160.5,
Pep,FALSE,1966,"Texas, USA",OC,591 g,-84.21667,160.5,
Skiff**,FALSE,1966,"Alberta, Canada",H4,3.54 kg,-84.21667,160.5,
Sleeper Camp 002,FALSE,1966,"Western Australia, Australia",Iron,39.5 g,-84.21667,160.5,
Timmersoi**,FALSE,1966,"Agadez, Niger",L5,516 g,-84.21667,160.5,
Wellman (d),FALSE,1966,"Texas, USA",H,1615 g,-84.21667,160.5,
Yocemento **,FALSE,1966,Kansas, USA,L4,-84.21667,160.5,
Dhofar 1133,FALSE,1909,Oman,Unknown,,-72.78111,75.29222,
Northwest Africa 2992,FALSE,1886,(Northwest Africa),Unknown,,-85.6819,-68.76504,
Northwest Africa 1017,FALSE,1912,(Northwest Africa),Unknown,11 kg,-85.65141,-68.61913,
Dhofar 739,FALSE,1967,Oman,Unknown,,-85.56341,-68.37618,
Northwest Africa 2971,FALSE,1893,(Northwest Africa),Unknown,,-84.5757,162.56631,
Northwest Africa 5612,FALSE,1857,(Northwest Africa),Unknown,68.3 g,-84.34434,161.46808,
Northwest Africa 5434,FALSE,1969,(Northwest Africa),Unknown,165 g,-84.27687,161.40604,
Jiddat al Harasis 751,FALSE,1915,"Al Wusta, Oman",L5,378 g,-84.27378,161.69397,
Northwest Africa 2636,FALSE,1916,(Northwest Africa),Unknown,,-84.27285,161.45092,
Northwest Africa 5510,FALSE,1922,(Northwest Africa),Unknown,1300 g,-84.25331,161.38968,
Denver**,TRUE,1967,"Colorado, USA",L6,230 g,-84.21667,160.5,
Kingai**,TRUE,1967,"Darfur, Sudan",H6,67.4 g,-84.21667,160.5,
Niger (L6),TRUE,1967,Niger,L6,3.3 g,-84.21667,160.5,
Niger (LL6),TRUE,1967,Niger,LL6,3.3 g,-84.21667,160.5,
Parambu**,TRUE,1967,"Ceara, Brazil",LL5,2 kg,-84.21667,160.5,
Tathlith**,TRUE,1967,"'Asir, Saudi Arabia",L6,2.5 kg,-84.21667,160.5,
Tugalin-Bulen**,TRUE,1967,"Dundgovi, Mongolia",H6,10 kg,-84.21667,160.5,
Vilna**,TRUE,1967,"Alberta, Canada",L5,0.1 g,-84.21667,160.5,
Wiluna**,TRUE,1967,"Western Australia, Australia",H5,150 kg,-84.21667,160.5,
Zerhamra**,FALSE,1967,"Bechar, Algeria","Iron, IIIAB-an",630 kg,-84.21667,160.5,
Armel**,FALSE,1967,"Colorado, USA",L5,9.2 kg,-84.21667,160.5,
Baandee**,FALSE,1967,"Western Australia, Australia",H6,256 g,-84.21667,160.5,
Caldera**,FALSE,1967,"Atacama, Chile",Eucrite-mmict,500 g,-84.21667,160.5,
Cope (b),FALSE,1967,"Colorado, USA",H5,817 g,-84.21667,160.5,
Credo**,FALSE,1967,"Western Australia, Australia",L6,10.82 kg,-84.21667,160.5,
Doolgunna**,FALSE,1967,"Western Australia, Australia",L,20 g,-84.21667,160.5,
Enigma**,FALSE,1967,"Georgia, USA",H4,94 g,-84.21667,160.5,
Fluvanna (a)**,FALSE,1967,"Texas, USA",L5,9.5 kg,-84.21667,160.5,
Forrest 001**,FALSE,1967,"Western Australia, Australia",H5,97.7 g,-84.21667,160.5,
Georgetown**,FALSE,1967,"Colorado, USA",H6,687 g,-84.21667,160.5,
Hartley,FALSE,1967,"Texas, USA",L,2.1 kg,-84.21667,160.5,
Laundry East**,FALSE,1967,"Western Australia, Australia",H3.7,43.1 g,-84.21667,160.5,
Laundry Rockhole**,FALSE,1967,"Western Australia, Australia",H5,1443 g,-84.21667,160.5,
Laundry West**,FALSE,1967,"Western Australia, Australia",L4,4 kg,-84.21667,160.5,
Little River (a)**,FALSE,1967,"Kansas, USA",H6,4.4 kg,-84.21667,160.5,
Markovka**,FALSE,1967,"Altayskiy kray, Russia",H4,54.2 kg,-84.21667,160.5,
Masua,FALSE,1967,Italy,"Iron, IAB-sLL",1460 g,-84.21667,160.5,
Mossgiel**,FALSE,1967,"New South Wales, Australia",L4,32.38 kg,-84.21667,160.5,
Nazareth (b)**,FALSE,1967,"Texas, USA",L6,3.6 kg,-84.21667,160.5,
Nova Petropolis**,FALSE,1967,"Rio Grande do Sul, Brazil","Iron, IIIAB",305 kg,-84.21667,160.5,
Portales (a),FALSE,1967,"New Mexico, USA",H4,3.24 kg,-84.21667,160.5,
Portales (b),FALSE,1967,"New Mexico, USA",L6,596 g,-84.21667,160.5,
Portales (c),FALSE,1967,"New Mexico, USA",H4,6 kg,-84.21667,160.5,
Seminole (c),FALSE,1967,"Texas, USA",H4,1711 g,-84.21667,160.5,
Seymchan**,FALSE,1967,"Magadanskaya oblast', Russia","Pallasite, PMG",323.3 kg,-84.21667,160.5,
Tarlton**,FALSE,1967,"Ohio, USA",H4,227 g,-84.21667,160.5,
Tiberrhamine**,FALSE,1967,"Adrar, Algeria",L6,107 kg,-84.21667,160.5,
Northwest Africa 2746,FALSE,2008,(Northwest Africa),Unknown,,-86.36667,-70,
Halayib 000,FALSE,1960,Egypt,Reserved,,-85.66667,175,
Northwest Africa 1686,FALSE,1867,(Northwest Africa),Unknown,586 g,-84.5933,162.31231,
Northwest Africa 5713,FALSE,2011,Morocco,L5,92.5 g,-84.2706,161.41011,
Awere**,TRUE,1968,"Northern, Uganda",L4,134 g,-84,168,
Juromenha**,TRUE,1968,"Evora, Portugal","Iron, IIIAB",25.25 kg,-84,168,
Piancaldoli**,TRUE,1968,"Emilia-Romagna, Italy",LL3.4,13.1 g,-84,168,
San Pedro Jacuaro**,TRUE,1968,"Michoacan, Mexico",LL6,460 g,-84,168,
Schenectady**,TRUE,1968,"New York, USA",H5,283 g,-84,168,
Akhricha**,FALSE,1968,"Adrar, Algeria",H,1760 g,-84,168,
Bethel (a),FALSE,1968,"New Mexico, USA",OC,18.3 g,-84,168,
Bethel (b),FALSE,1968,"New Mexico, USA",H4,56.8 g,-84,168,
Boaz (stone),FALSE,1968,"New Mexico, USA",H5,1800 g,-84,168,
Boolka,FALSE,1968,"New South Wales, Australia",H5,12 kg,-84,168,
Dalhart**,FALSE,1968,"Texas, USA",H5,4.4 kg,-84,168,
Delphos (a),FALSE,1968,"New Mexico, USA",L4,1245 g,-84,168,
Delphos (b),FALSE,1968,"New Mexico, USA",OC,548 g,-84,168,
Elida (a),FALSE,1968,"New Mexico, USA",L6,937 g,-84,168,
Elida (b),FALSE,1968,"New Mexico, USA",OC,538 g,-84,168,
Elida (c),FALSE,1968,"New Mexico, USA",H5,386 g,-84,168,
Fenbark**,FALSE,1968,"Western Australia, Australia",H5,1861 g,-84,168,
Gunnadorah**,FALSE,1968,"Western Australia, Australia",H5,19.7 g,-84,168,
Idalia,FALSE,1968,"Colorado, USA",H,7.4 kg,-84,168,
Kalvesta**,FALSE,1968,"Kansas, USA",H4,10 kg,-84,168,
Kivesvaara**,FALSE,1968,"Oulu, Finland",CM2,164 g,-84,168,
Leslie**,FALSE,1968,"Texas, USA",H5,895 g,-84,168,
Loxton**,FALSE,1968,"South Australia, Australia",L5,22 g,-84,168,
Lucerne Valley 011,FALSE,1968,"California, USA",L6,3.8 g,-84,168,
Lucerne Valley 012,FALSE,1968,"California, USA",H6,1.2 g,-84,168,
Mokrousovo**,FALSE,1968,"Kurganskaya oblast', Russia",L/LL4/5,789 g,-84,168,
Motpena (a)**,FALSE,1968,"South Australia, Australia",L6,8.81 kg,-84,168,
Nallah**,FALSE,1968,"Western Australia, Australia",H,4.62 g,-84,168,
Nazareth (d)**,FALSE,1968,"Texas, USA",H6,1500 g,-84,168,
Nazareth (iron)**,FALSE,1968,"Texas, USA","Iron, IIIAB",11.31 kg,-84,168,
Oak**,FALSE,1968,"Western Australia, Australia",L5,75.3 g,-84,168,
Oasis State Park,FALSE,1968,"New Mexico, USA",OC,606 g,-84,168,
Paso Rio Mayo,FALSE,1968,Argentina,Unknown,,-84,168,
